OwnerAge,Gender,Breed,DogAge
40,W,Bolonka Zwetna,5
30,M,Berner Sennenhund,6
30,W,Mops,8
50,W,Zwergschnauzer,5
30,W,Shiba Inu,9
40,M,Labrador Retriever,3
40,M,Dachshund,7
40,M,Dachshund,0
20,W,Appenzeller Sennenhund,5
20,W,Jack Russel Terrier,7
50,W,Mops,5
70,W,Yorkshire Terrier,5
20,W,Labrador Retriever,1
40,M,Labrador Retriever,12
40,M,Papillon,9
20,W,Malteser,4
40,W,Zwergspitz,0
999,M,Jack Russel Terrier,13
40,W,Rhodesian Ridgeback,5
50,W,Malteser,5
20,W,Chihuahua,2
20,W,Mops,5
40,M,West Highland White Terrier,5
40,W,Labrador Retriever,5
50,W,Labrador Retriever,5
50,W,Cocker Spaniel,11
40,M,Französische Bulldogge,7
40,M,Französische Bulldogge,0
40,W,Malteser,5
30,W,Französische Bulldogge,6
30,M,Französische Bulldogge,6
40,W,Labrador Retriever,6
50,M,Dachshund,5
40,W,Yorkshire Terrier,5
40,W,Yorkshire Terrier,3
60,M,Malteser,5
40,W,Basenji,7
30,W,Labrador Retriever,6
70,W,Pudel,5
50,W,Deutscher Schäfer,5
30,M,Dachshund,1
30,M,Französische Bulldogge,9
30,M,Malteser,10
40,W,Beauceron Berge de Beauce,11
20,W,Boxer,5
40,M,English Cocker Spaniel,5
30,W,Malteser,8
50,M,Malteser,6
20,W,Mops,5
20,W,Yorkshire Terrier,5
30,M,Zwergschnauzer,5
40,W,Chihuahua,5
20,M,Englische Bulldogge,5
50,M,Chihuahua,8
20,W,Französische Bulldogge,5
70,M,Weimaraner,5
30,M,Münsterländer,14
40,W,Labrador Retriever,5
40,M,Prager Rattler,5
40,M,Dobermann,5
50,W,Pudel,5
30,M,Französische Bulldogge,5
40,M,Berner Sennenhund,5
50,W,Border Collie,5
40,W,Pinscher,5
60,W,Malteser,6
50,M,Entlebucher Sennenhund,3
40,W,Havaneser,5
40,W,Malteser,5
40,M,Chihuahua,5
50,W,West Highland White Terrier,13
30,M,Französische Bulldogge,5
30,W,Irish Terrier,7
60,W,Yorkshire Terrier,4
60,W,Yorkshire Terrier,5
30,W,Collie,3
30,W,Zwergschnauzer,13
30,M,Podenco Ibicenco,8
30,M,Podenco Ibicenco,8
70,W,Shih Tzu,7
60,W,Bolonka Zwetna,2
40,W,Bolonka Zwetna,6
50,W,Golden Retriever,14
50,M,Berner Sennenhund,9
50,M,Parson Jack Russell Terrier,9
40,W,Deutscher Schäfer,5
30,W,Rottweiler,5
40,M,Yorkshire Terrier,7
20,W,Shih Tzu,5
50,W,Neufundländer,5
50,W,Bolonka Zwetna,7
30,M,Border Collie,7
30,M,Beagle,12
60,W,Entlebucher,5
20,W,Chihuahua,5
30,M,Golden Retriever,5
40,W,Flat Coated Retriever,5
40,W,Irish Terrier,8
50,W,Chihuahua,12
50,W,Chihuahua,9
20,W,Französische Bulldogge,5
40,W,Jack Russel Terrier,10
40,M,Schäfer,5
40,M,Yorkshire Terrier,5
30,W,Petit Basset Griffon Vendéen,12
30,W,Mops,5
30,M,Jack Russel Terrier,8
30,M,Malteser,7
50,W,Golden Retriever,5
30,W,Berner Sennenhund,5
30,M,Golden Retriever,5
80,M,Eurasier,5
30,W,Mops,9
30,W,Mops,9
20,W,Labrador Retriever,1
20,W,Mops,7
40,M,Border Collie,12
40,W,Pinscher,6
30,W,Dachshund,6
50,M,Französische Bulldogge,6
50,M,Französische Bulldogge,3
30,W,Jack Russel Terrier,5
60,M,Yorkshire Terrier,5
50,W,Cocker Spaniel,10
60,W,Zwergschnauzer,8
60,W,Rottweiler,12
50,M,Labrador Retriever,5
30,M,Labrador Retriever,1
40,W,Havaneser,5
40,W,Parson Russell Terrier,5
30,M,Chihuahua,5
50,W,Basenji,4
40,M,Prager Rattler,5
30,W,Pudel,8
40,M,Grosser Schweizer Sennenhund,5
40,W,Shiba Inu,1
40,W,West Highland White Terrier,11
20,W,Griffon bruxellois,8
60,W,Cairn Terrier,5
50,W,Jack Russel Terrier,7
50,W,Zwergspitz,5
40,W,Zwergpinscher,7
30,M,Mops,5
50,M,Chihuahua,5
60,W,Biewer Yorkshire Terrier,10
30,W,Golden Retriever,15
20,W,Rottweiler,5
40,W,Golden Retriever,11
40,W,Mittelschnauzer,4
40,W,Chihuahua,8
40,W,Chihuahua,5
30,W,Chihuahua,9
30,W,Dachshund,5
30,W,Dachshund,5
50,W,Jack Russel Terrier,5
50,W,Galgo Espanol,7
50,W,Deutscher Schäfer,8
30,M,Biewer Yorkshire Terrier,4
40,M,Rottweiler,5
40,W,Chihuahua,6
20,W,Mops,6
50,W,Französische Bulldogge,0
50,W,Chihuahua,5
40,W,Chihuahua,5
60,M,Labrador Retriever,4
60,M,Pekingese,9
60,M,Pekingese,8
60,W,Französische Bulldogge,5
40,W,Lagotto Romagnolo,4
20,W,Beagle,5
50,W,Havaneser,5
50,W,Yorkshire Terrier,7
60,M,Chihuahua,5
60,M,Chihuahua,5
70,W,Chihuahua,5
60,M,Boxer,4
80,M,Yorkshire Terrier,5
60,W,Miniature Bull Terrier,5
50,M,Pinscher,5
40,W,Jack Russel Terrier,16
40,M,Jack Russel Terrier,7
20,W,Französische Bulldogge,5
30,W,Cocker Spaniel,8
40,W,Labrador Retriever,4
50,M,Havaneser,4
60,W,Pekingese,6
50,W,Pekingese,4
50,W,Deutscher Kleinspitz,4
70,W,Malteser,9
20,M,Malteser,5
70,W,Cavalier King Charles Spaniel,4
30,M,Pinscher,13
50,M,Yorkshire Terrier,10
30,W,Chihuahua,5
50,W,Berner Sennenhund,4
70,M,Yorkshire Terrier,2
70,W,Sheltie,3
30,M,Rauhaar Dackel,8
30,M,Rauhaar Dackel,4
50,W,Labrador Retriever,11
30,M,Lhasa Apso,14
50,W,Berner Sennenhund,4
20,W,Chihuahua,7
60,W,Ratero,6
30,W,Parson Jack Russell Terrier,6
50,W,Parson Russell Terrier,4
40,W,Parson Jack Russell Terrier,4
40,M,Chihuahua,4
50,W,Golden Retriever,4
50,W,Australian Terrier,4
40,W,Curly Coated Retriever,5
30,M,Flat Coated Retriever,4
40,W,Golden Retriever,4
20,W,Pinscher,5
20,W,Pinscher,1
50,M,Französische Bulldogge,4
40,M,Mops,7
20,M,Französische Bulldogge,4
20,W,Shih Tzu,4
40,M,King Charles Spaniel,6
50,W,Malteser,11
50,W,Labrador Retriever,4
30,M,Shih Tzu,4
50,W,Border Collie,9
40,W,Deutsche Dogge,3
30,W,Labrador Retriever,5
50,M,Katalanischer Schäferhund (Gos d'Atura Català),5
30,M,Labrador Retriever,9
40,W,Deutscher Vorstehhund,5
30,W,Pudel,6
40,M,Boston Terrier,5
50,W,Berner Sennenhund,4
40,W,Japan Chin,5
50,W,Hovawart,4
40,W,Sheltie,9
60,W,Griffon belge,6
30,M,Zwergschnauzer,2
50,W,Chihuahua,7
30,M,West Highland White Terrier,5
80,W,Parson Russell Terrier,4
60,W,Lhasa Apso,4
40,W,Yorkshire Terrier,6
30,W,Rehpinscher,10
30,W,Cairn Terrier,7
30,W,Parson Jack Russell Terrier,10
50,M,Pinscher,4
20,W,Magyar Viszla,6
50,W,Labrador Retriever,4
50,W,Malinois,13
50,W,Havaneser,4
60,M,Zwergpudel,14
30,W,Yorkshire Terrier,5
30,W,Yorkshire Terrier,4
40,W,Labrador Retriever,5
40,W,Zwergpinscher,5
30,W,Französische Bulldogge,4
20,M,Chihuahua,8
40,W,Labrador Retriever,10
50,M,Pekingese,5
30,W,Chihuahua,11
30,W,Chihuahua,5
40,W,Malteser,5
30,M,Dogo Argentino,9
30,W,Miniature Australian Shepherd,5
30,W,Miniature Australian Shepherd,3
50,M,Border Collie,7
50,M,Grosspudel,15
50,M,Grosspudel,13
50,W,Golden Retriever,4
30,W,Pekingese,5
40,W,Chihuahua,8
20,W,Labrador Retriever,4
40,W,Labrador Retriever,4
40,W,Chihuahua,4
70,W,Tibet Terrier,14
50,W,Border Terrier,4
30,M,Französische Bulldogge,4
80,M,Flat Coated Retriever,4
70,M,Kromfohrländer,4
20,W,Cairn Terrier,7
30,W,Englische Bulldogge,4
40,W,Husky,1
30,W,Jack Russel Terrier,4
50,W,Bolonka Zwetna,7
50,W,Bolonka Zwetna,4
50,W,Foxterrier,8
30,W,Französische Bulldogge,4
40,M,Spanischer Wasserhund,5
30,W,Chihuahua,9
30,W,Yorkshire Terrier,5
60,W,Labrador Retriever,4
20,W,Pinscher,4
30,W,Yorkshire Terrier,5
50,M,Labrador Retriever,4
50,M,Zwergspitz,4
60,M,Weimaraner,4
50,W,Jack Russel Terrier,4
60,W,Französische Bulldogge,5
30,W,Chihuahua,4
20,W,Chihuahua,5
40,W,Yorkshire Terrier,8
40,M,Cocker Spaniel,7
30,M,Jack Russel Terrier,5
40,W,Bolonka Zwetna,4
30,W,Französische Bulldogge,5
30,M,Labrador Retriever,5
20,M,Chihuahua,4
50,W,Australian Shepherd,6
40,M,Havaneser,4
30,M,Vizsla,5
30,M,Yorkshire Terrier,4
30,W,Malteser,4
40,W,Weimaraner,2
30,M,Schäfer,9
20,W,Zwergpinscher,4
70,W,Pudel,4
30,M,Chihuahua,4
50,W,Labrador,4
20,W,Chihuahua,4
70,W,English Cocker Spaniel,4
50,M,Golden Retriever,8
50,W,Terrier,6
70,W,Havaneser,4
20,W,Schäfer,5
50,W,Labrador Retriever,10
40,W,Parson Russell Terrier,4
50,W,Yorkshire Terrier,9
30,W,English Toy Terrier,4
60,W,Königspudel,4
40,W,Flat Coated Retriever,4
40,W,Labrador Retriever,2
50,M,Italienisches Windspiel,11
30,W,Shiba Inu,4
30,W,Beagle,6
40,W,Dachshund,8
40,W,Dachshund,7
40,W,English Cocker Spaniel,14
50,W,Malinois,10
50,W,Chihuahua,4
50,W,Chihuahua,3
40,M,Zwergpinscher,6
30,W,Chinese Foo Dog,4
50,W,Bolonka Zwetna,4
30,W,Deutscher Pinscher,3
60,W,Bearded Collie,7
30,W,Chihuahua,5
40,W,King Charles Spaniel,6
20,W,Boxer,5
50,M,Dogo Argentino,6
70,M,Foxterrier,9
70,W,Labrador Retriever,6
40,W,Labrador Retriever,5
30,M,Chihuahua,10
30,M,Chihuahua,9
70,W,Dachshund,4
40,W,Deutscher Kleinspitz,8
20,M,Deutscher Schäfer,3
70,M,Mittelpudel,12
30,M,Yorkshire Terrier,5
60,W,Biewer Yorkshire Terrier,4
60,W,Bolonka Zwetna,4
40,W,Pudel,5
20,W,Jack Russel Terrier,4
40,W,Zwergspitz,5
30,M,Französische Bulldogge,4
40,W,Sibirischer Husky,5
30,W,West Highland White Terrier,5
50,W,Bobtail (Old English Shepdog),4
50,W,Havaneser,5
60,M,Dalmatiner,4
30,W,Podenco,4
50,W,Yorkshire Terrier,9
30,M,Zwergspitz,3
50,W,Chihuahua,3
30,M,Border Collie,4
50,W,Zwergpudel,4
20,W,Französische Bulldogge,4
20,W,Old Englische Bulldogge,2
30,M,Deutscher Schäfer,4
20,W,Mops,4
30,W,Mops,8
30,W,Rottweiler,5
60,M,Kleiner Münsterländer,2
40,W,Briard,4
40,W,Boxer,2
50,W,Bolonka Zwetna,1
50,W,Podenco,11
50,W,Malteser,4
60,M,Dogge,5
70,W,Tibetan Spaniel,8
30,W,Chihuahua,10
30,W,Schäfer,10
50,W,Labrador Retriever,4
50,M,Yorkshire Terrier,4
40,W,Pinscher,4
30,M,Beagle,4
80,W,Chihuahua,11
30,W,Chihuahua,4
30,M,Malteser,6
70,W,Lhasa Apso,11
70,W,Lhasa Apso,11
30,W,Chihuahua,6
70,W,Pudel,5
40,W,Papillon,4
40,W,Papillon,2
40,W,Zwergpinscher,4
50,M,Pekingese,4
30,W,Shar Pei,4
20,W,Jack Russel Terrier,4
50,M,Foxterrier,11
40,W,Zwergpudel,4
40,W,Beagle,10
30,W,Pudel,5
30,W,Bolonka Zwetna,2
50,W,Jack Russel Terrier,4
30,W,Spanischer Wasserhund,5
60,W,Parson Russell Terrier,12
20,W,Jack Russel Terrier,4
60,W,Miniature Australian Shepherd,4
40,M,Teckel,12
30,M,Lagotto Romagnolo,4
30,W,Appenzeller Sennenhund,6
30,M,Shih Tzu,10
40,M,Flat Coated Retriever,4
30,W,Magyar Viszla,4
30,W,Golden Retriever,5
40,W,Malteser,5
60,W,Akita,4
70,W,Golden Retriever,6
50,M,Griffon belge,4
40,M,Schnauzer,4
20,W,Deutscher Boxer,5
50,M,Shih Tzu,4
20,W,Border Collie,5
50,W,Samojede,4
70,W,Pudel,0
40,M,Appenzeller,4
50,W,Bearded Collie,4
70,W,Lhasa Apso,9
50,W,Golden Retriever,12
30,W,Old Englische Bulldogge,4
40,M,Deutscher Schäfer,10
40,W,Jack Russel Terrier,4
40,W,Jack Russel Terrier,0
40,W,Rhodesian Ridgeback,4
40,M,Flat Coated Retriever,4
40,M,Deutscher Kleinspitz,4
30,M,Chihuahua,4
50,W,Spanischer Wasserhund,4
40,M,Chihuahua,4
60,M,Field Spaniel,8
40,W,Dachshund,4
40,W,Dachshund,1
60,W,Deutscher Pinscher,4
20,M,Französische Bulldogge,2
40,M,Golden Retriever,6
60,W,Zwergdackel,18
70,W,Parson Jack Russell Terrier,4
30,M,Labrador Retriever,11
40,W,Lagotto Romagnolo,4
50,W,Labrador Retriever,4
20,W,Yorkshire Terrier,4
40,W,Irish Terrier,4
40,W,Mittelpudel,4
20,W,Zwergspitz,6
40,W,Groenendael,6
60,M,Appenzeller,4
50,W,Deutscher Kleinspitz,4
60,W,Pinscher,7
20,W,Dachshund,8
50,M,Flat Coated Retriever,8
50,W,Malteser,4
40,W,Yorkshire Terrier,8
40,M,Chihuahua,8
20,M,Weimaraner,4
30,W,Chihuahua,4
30,W,Chihuahua,3
30,W,Miniature Bull Terrier,9
60,W,Malteser,4
20,W,Zwergspitz,4
50,W,Entlebucher Sennenhund,1
20,W,Chihuahua,4
50,W,Labrador Retriever,4
60,W,Irish Wolfhound,13
30,W,Deutscher Schäfer,4
60,W,Chihuahua,4
60,W,Chihuahua,3
60,W,Chinese Crested,9
60,W,Chinese Crested,8
80,M,Malteser,4
40,W,Labrador Retriever,4
20,W,Perro de Agua Espanol,9
20,W,Deutscher Kleinspitz,8
50,W,Deutscher Schäfer,5
50,W,English Toy Terrier,4
50,W,Toyterrier,2
20,W,Chihuahua,8
20,M,Chihuahua,9
20,M,Chihuahua,7
20,M,Französische Bulldogge,2
30,M,Zwergpinscher,12
40,M,Golden Retriever,4
60,M,Pit Bull Terrier,14
30,W,Mops,4
50,W,Zwergspitz,4
30,W,Chihuahua,4
30,M,Labrador Retriever,5
40,W,Zwergpinscher,4
20,W,Cocker Spaniel,4
40,W,Chinese Crested,11
40,W,Chinese Crested,3
20,W,Yorkshire Terrier,4
40,W,Grosspudel,7
60,W,Schäfer,14
30,W,Appenzeller Sennenhund,7
30,W,Mops,5
60,W,Schäfer,6
50,W,Lagotto Romagnolo,3
30,M,Labrador Retriever,3
30,W,Mops,4
80,W,Tibet Terrier,16
30,M,Jack Russel Terrier,2
60,W,Chihuahua,5
60,W,Puli,2
30,M,Yorkshire Terrier,5
30,M,Labrador Retriever,9
60,M,Schäfer,10
20,W,Malteser,3
30,M,Dachshund,2
30,M,Jack Russel Terrier,6
80,W,Spinone,9
40,M,Golden Retriever,5
30,W,Appenzeller Sennenhund,6
40,W,Weimaraner,4
70,W,Kuvasz,10
50,W,Groenendael,5
50,W,Yorkshire Terrier,8
30,W,Mops,3
60,W,Labrador Retriever,7
30,W,Mops,12
50,M,Thai Ridgeback,6
40,M,Epagneul Breton (Bretonischer Vorstehhund),8
30,M,Chihuahua,4
50,M,Jack Russel Terrier,5
40,M,Französische Bulldogge,8
20,W,Französische Bulldogge,7
40,W,Irish Soft Coated Wheaten Terrier,4
70,W,Französische Bulldogge,7
40,M,Pinscher,8
30,W,Französische Bulldogge,6
80,W,Bolonka Zwetna,9
40,W,Golden Retriever,4
40,M,Chihuahua,3
20,W,Chihuahua,3
20,W,Chihuahua,3
30,M,Golden Retriever,4
40,M,Schäfer,12
50,M,Labrador,4
40,W,Dachshund,3
70,W,American Cocker Spaniel,5
50,W,Chihuahua,4
50,W,Havaneser,3
20,W,Dogo Canario,6
30,W,Pinscher,5
50,W,Labrador Retriever,0
60,M,Chihuahua,8
60,M,Chihuahua,5
60,M,Chihuahua,5
50,M,Whippet,4
70,W,Bolonka Zwetna,3
60,M,Deutscher Schäfer,6
70,W,Cavalier King Charles Spaniel,0
30,W,Boston Terrier,11
30,W,Französische Bulldogge,5
30,W,Malteser,14
20,W,Chihuahua,3
60,M,Labrador Retriever,12
30,W,Jack Russel Terrier,11
40,W,Malteser,3
70,M,Jack Russel Terrier,8
60,W,Malinois,5
10,W,Malteser,4
30,W,Chihuahua,5
30,W,Australian Shepherd,4
20,W,Französische Bulldogge,3
30,W,Bernhardiner,3
30,M,Zwergschnauzer,4
20,M,Australian Cattle Dog,7
60,W,Chihuahua,4
40,W,West Highland White Terrier,6
20,W,Chihuahua,7
40,W,Norwegischer Buhund,7
30,W,Chihuahua,6
40,W,Bergamasker,7
70,W,Lagotto Romagnolo,3
30,W,Cocker Spaniel,9
60,W,Collie,13
60,W,Volpino Italiano,10
50,W,Zwergspitz,6
50,W,Zwergspitz,4
30,M,Chihuahua,7
20,W,Chihuahua,9
30,M,Yorkshire Terrier,4
50,W,Norwegischer Lundehund,6
30,M,Mops,7
50,W,Malteser,3
30,W,Mops,3
30,W,Spinone,7
60,W,Norwich Terrier,8
40,W,Terrier,3
50,W,Flat Coated Retriever,3
20,W,Chihuahua,8
40,W,Bolonka Zwetna,3
50,W,Lagotto Romagnolo,3
50,M,Shetland Sheepdog,3
30,W,Chihuahua,9
50,W,Beagle,3
50,W,Havaneser,3
50,W,Golden Retriever,3
50,W,Lagotto Romagnolo,3
50,W,Tibet Terrier,4
60,W,Malteser,3
20,M,Deutscher Boxer,0
40,W,Chihuahua,6
20,W,Basenji,3
40,M,Schäfer,12
40,W,Chihuahua,4
40,W,Yorkshire Terrier,3
70,W,Labrador Retriever,4
50,W,Langhaardackel,16
50,W,Zwergpudel,7
20,W,Malteser,3
20,W,Yorkshire Terrier,3
40,W,Shih Tzu,3
20,M,Cocker Spaniel,3
50,W,Prager Rattler,3
60,W,Bergamasker,3
20,W,Continental Bulldog,3
20,W,Pinscher,3
40,M,Mittelpudel,3
50,W,Golden Retriever,2
50,M,Havaneser,5
50,M,Shih Tzu,3
40,W,Shiba Inu,8
20,W,Jack Russel Terrier,9
50,W,Yorkshire Terrier,3
50,W,Yorkshire Terrier,4
70,W,Deutscher Boxer,4
60,W,West Highland White Terrier,13
40,W,Chihuahua,4
40,M,Malteser,1
40,W,Labrador Retriever,4
30,W,Chihuahua,6
30,W,Border Collie,4
40,M,Appenzeller Sennenhund,9
40,M,Yorkshire Terrier,9
60,M,Shih Tzu,4
60,W,Yorkshire Terrier,3
40,W,Bichon frisé,8
40,M,Golden Retriever,3
20,W,Bolonka Zwetna,3
20,W,Bolonka Zwetna,2
30,W,Jack Russel Terrier,4
20,W,Yorkshire Terrier,3
30,M,Deutscher Schäfer,5
50,W,Chihuahua,3
50,W,Malteser,4
20,W,Chihuahua,4
60,M,Cocker Spaniel,10
50,M,Tibet Terrier,4
30,W,Cocker Spaniel,3
50,W,Yorkshire Terrier,4
40,W,Mops,4
20,M,Chihuahua,8
60,M,Papillon,4
50,W,Französische Bulldogge,4
30,M,Labrador Retriever,4
20,W,Französische Bulldogge,4
30,W,Yorkshire Terrier,4
30,W,Chihuahua,5
30,W,Chihuahua,4
20,M,Malteser,4
50,M,Yorkshire Terrier,4
30,W,Malteser,4
20,W,Mops,4
20,W,Chihuahua,4
50,W,Cavalier King Charles Spaniel,9
60,W,Mops,4
20,M,Jack Russel Terrier,4
20,M,Mittelspitz,4
30,W,Foxterrier,9
30,W,Chihuahua,6
30,W,Chihuahua,4
40,W,Chihuahua,3
30,M,Boxer,4
60,W,Labrador Retriever,3
60,M,Parson Jack Russell Terrier,4
30,W,Zwergspitz,0
30,W,Zwergspitz,0
30,M,English Cocker Spaniel,4
50,M,Französische Bulldogge,4
40,M,Chihuahua,3
40,M,Chihuahua,1
70,W,Leonberger,5
70,W,Pudel,1
60,M,Chihuahua,4
20,W,Chihuahua,4
50,M,Rhodesian Ridgeback,9
50,M,Rhodesian Ridgeback,8
40,W,Französische Bulldogge,6
60,W,Malteser,0
60,W,Pinscher,4
30,W,Chihuahua,4
30,W,Spitz,5
30,W,Zwergspitz,2
30,W,Zwergspitz,2
30,W,Chihuahua,4
40,W,Malteser,7
30,M,Deutscher Kleinspitz,4
30,W,Pudel,6
20,M,Terrier,4
30,W,Rhodesian Ridgeback,5
30,M,Chihuahua,4
30,M,Chihuahua,4
30,W,Französische Bulldogge,1
30,W,Mops,4
40,W,Rehpinscher,3
60,W,Yorkshire Terrier,3
20,W,Jack Russel Terrier,3
30,W,Mops,5
20,W,Französische Bulldogge,3
50,M,Zwergspitz,8
30,W,Labrador Retriever,10
20,M,Bergamasker,4
30,W,Schäfer,4
50,W,Golden Retriever,12
30,W,Miniature Australian Shepherd,3
30,M,Beagle,3
40,M,Chihuahua,4
30,W,Welsh Corgi Pembroke,3
50,M,Chihuahua,4
40,W,Pinscher,2
30,W,Basset Hound,3
30,W,Rhodesian Ridgeback,3
40,M,Barsoi,4
50,W,Malteser,3
20,W,Chihuahua,3
40,M,Golden Retriever,3
30,W,Yorkshire Terrier,3
20,W,Boxer,3
40,M,English Cocker Spaniel,3
60,W,Portugiesischer Wasserhund,3
80,M,Pudel,15
20,W,Labrador Retriever,5
40,W,Zwergdackel,3
40,M,American Cocker Spaniel,3
50,M,Finnischer Lapphund,3
40,W,Französische Bulldogge,3
60,W,Malteser,3
50,W,Malteser,3
20,W,Mops,3
50,W,Rhodesian Ridgeback,1
30,W,Terrier,7
40,W,Irish Terrier,3
40,W,Irish Terrier,3
30,W,Chihuahua,3
40,W,Australian Shepherd,8
30,W,Shar Pei,3
20,W,Biewer Yorkshire Terrier,4
50,M,Boston Terrier,1
30,M,Englische Bulldogge,5
40,M,Yorkshire Terrier,3
40,M,Miniature Bull Terrier,1
40,M,Yorkshire Terrier,5
30,W,Chihuahua,4
40,W,Golden Retriever,3
90,M,Terrier,15
30,W,Pekingese,5
30,W,Shiba Inu,3
50,W,Labrador Retriever,6
30,M,Berner Sennenhund,6
50,W,Zwergspitz,6
60,W,Cocker Spaniel,6
40,M,Yorkshire Terrier,6
20,W,Chihuahua,5
40,W,Jack Russel Terrier,3
30,M,Toypudel,5
50,W,Beagle,6
60,W,Basenji,4
20,W,Jack Russel Terrier,6
30,W,Schäfer,7
40,W,Labrador Retriever,5
20,W,Französische Bulldogge,7
20,W,Französische Bulldogge,7
30,W,Malteser,7
50,M,Chihuahua,5
20,W,Yorkshire Terrier,5
50,W,Zwergrauhaardackel,5
50,M,Shih Tzu,4
70,W,Shih Tzu,4
70,W,Chihuahua,4
50,W,Bolonka Zwetna,5
40,W,Papillon,5
40,M,Rehpinscher,5
40,W,Australian Shepherd,5
30,W,Mops,5
20,W,Continental Bulldog,3
60,W,Italienisches Windspiel,6
70,W,Papillon,1
40,W,Englische Bulldogge,5
60,W,Malteser,3
50,M,Lagotto Romagnolo,3
30,W,English Cocker Spaniel,5
30,W,Chihuahua,5
40,W,Dachshund,3
20,M,Pekingese,3
30,M,Jack Russel Terrier,5
20,W,Französische Bulldogge,5
40,W,Riesenschnauzer,5
40,W,Malteser,5
50,W,Bichon,3
30,M,Schäfer,4
30,M,Chihuahua,5
30,M,Chihuahua,5
50,M,Braque d'Auvergne,7
30,W,Zwergschnauzer,3
20,W,Dachshund,8
40,W,Pinscher,3
30,W,Dobermann,6
50,M,Pekingese,13
40,W,Bolonka Zwetna,4
40,M,Deutsche Dogge,5
30,W,Mops,7
50,W,Jack Russel Terrier,5
30,W,Französische Bulldogge,3
40,W,English Toy Terrier,5
60,M,Pekingese,5
20,W,Chihuahua,5
20,W,Chihuahua,3
60,W,Pudel,3
30,W,Terrier,5
60,W,Yorkshire Terrier,5
30,M,Bergamasker,3
70,W,Toy Pudel,5
30,M,Französische Bulldogge,3
70,W,Shih Tzu,5
30,W,Chihuahua,4
40,W,Zwergspitz,9
40,W,Yorkshire Terrier,1
20,W,Border Collie,3
60,M,Yorkshire Terrier,6
30,W,Dachshund,5
50,W,Labrador Retriever,5
30,W,Dachshund,3
30,W,Pyrenäenberghund,8
40,W,Zwergpinscher,3
30,M,Jack Russel Terrier,7
20,W,Zwergspitz,5
30,W,Grosspudel,7
40,M,Zwergspitz,5
30,W,Cocker Spaniel,5
60,W,Golden Retriever,6
60,M,Dachshund,5
20,W,Chihuahua,6
30,W,Zwergpinscher,3
40,W,Cocker Spaniel,6
20,W,Dalmatiner,6
50,W,Mops,6
30,M,Französische Bulldogge,5
30,W,Chihuahua,5
30,W,Französische Bulldogge,3
70,W,Tibet Terrier,5
40,M,Pudel,5
50,W,Border Terrier,5
40,W,Yorkshire Terrier,3
50,M,Labrador Retriever,4
20,W,Sheltie,3
40,W,Französische Bulldogge,3
20,W,Barbet,3
20,M,Bergamasker,6
50,W,Welsh Corgi Pembroke,7
70,M,Chihuahua,3
20,M,Dobermann,5
20,W,Zwergpinscher,5
20,W,Französische Bulldogge,5
20,W,Französische Bulldogge,6
30,W,Parson Terrier,5
50,W,Zwergpudel,8
50,W,Berner Sennenhund,5
80,W,Französische Bulldogge,6
30,W,Prager Rattler,3
30,W,Englische Bulldogge,4
30,W,Sloughi,4
40,M,Border Collie,10
70,M,Berner Sennenhund,8
20,W,Chihuahua,9
20,W,Deutscher Boxer,3
20,W,Deutscher Kleinspitz,6
40,W,Parson Jack Russell Terrier,16
40,W,Parson Jack Russell Terrier,6
60,W,Shih Tzu,10
40,W,Pinscher,6
30,M,Border Collie,6
60,M,Labrador Retriever,4
30,W,Chihuahua,11
30,W,Deutscher Schäfer,10
30,W,Chihuahua,6
30,W,Pekingese,6
50,M,American Cocker Spaniel,6
40,W,Zwergdackel,3
30,W,Chihuahua,6
40,W,Havaneser,3
50,W,Berner Sennenhund,3
50,M,Zwergschnauzer,3
70,W,Deutscher Schäfer,10
60,M,Golden Retriever,3
40,W,Malteser,3
70,W,Grosspudel,3
50,M,Zwergpinscher,3
40,W,Islandhund,8
20,W,Pinscher,3
20,W,Mops,5
40,W,Bolonka Zwetna,3
50,M,Labrador Retriever,3
40,W,Border Collie,10
40,W,Border Collie,3
40,W,Border Collie,2
50,M,Bayerischer Gebirgsschweisshund,3
70,W,Berner Sennenhund,3
50,W,Nova Scotia Duck Tolling Retriever,3
40,W,Vizsla,4
30,M,Chihuahua,6
30,W,Parson Russell Terrier,1
40,W,Rehpinscher,5
50,W,Labrador Retriever,12
50,W,Landseer,3
40,M,Japan Chin,6
999,W,Foxterrier,5
30,W,Magyar Viszla,3
50,M,Labrador Retriever,3
50,W,Neufundländer,5
40,M,Golden Retriever,11
50,W,Jack Russel Terrier,8
50,W,Golden Retriever,3
60,W,Jack Russel Terrier,3
20,M,Boxer,5
40,M,Rottweiler,7
30,W,Mops,7
40,M,Labrador Retriever,3
50,M,Deutsche Dogge,3
30,W,Terrier,3
20,W,Chihuahua,4
40,M,Jack Russel Terrier,3
30,W,Continental Bulldog,3
40,W,Dachshund,11
40,W,Dachshund,10
20,W,Chihuahua,3
60,W,Malteser,3
40,W,Zwergpinscher,8
20,W,Mops,3
50,W,Chihuahua,3
30,M,Yorkshire Terrier,5
60,M,Golden Retriever,3
40,M,Schäfer,8
40,W,Zwergspitz,3
30,M,Shiba Inu,3
40,M,Chihuahua,3
20,M,Parson Jack Russell Terrier,1
30,W,Akita,3
40,M,Labrador Retriever,12
30,W,Französische Bulldogge,3
40,W,Groenendael,4
60,W,Malteser,3
